PM2.5,PM2.5(D-1),PM2.5(D-3),PM2.5(D-7),PM2.5(D+1),PM2.5(D+3),PM2.5(D+7),Season_Summer,Season_Rainy,Season_Winter
15.0,19.0,17.0,17.0,13.0,18.0,13.0,1,0,0
13.0,15.0,22.0,27.0,17.0,17.0,16.0,1,0,0
17.0,13.0,19.0,21.0,18.0,19.0,11.0,1,0,0
18.0,17.0,15.0,21.0,17.0,17.0,11.0,1,0,0
17.0,18.0,13.0,17.0,19.0,13.0,13.0,1,0,0
19.0,17.0,17.0,22.0,17.0,16.0,23.0,1,0,0
17.0,19.0,18.0,19.0,13.0,11.0,28.0,1,0,0
13.0,17.0,17.0,15.0,16.0,11.0,25.0,1,0,0
16.0,13.0,19.0,13.0,11.0,13.0,22.0,1,0,0
11.0,16.0,17.0,17.0,11.0,23.0,22.0,1,0,0
11.0,11.0,13.0,18.0,13.0,28.0,23.0,1,0,0
13.0,11.0,16.0,17.0,23.0,25.0,24.0,1,0,0
23.0,13.0,11.0,19.0,28.0,22.0,17.0,1,0,0
28.0,23.0,11.0,17.0,25.0,22.0,20.0,1,0,0
25.0,28.0,13.0,13.0,22.0,23.0,19.0,1,0,0
22.0,25.0,23.0,16.0,22.0,24.0,21.0,1,0,0
22.0,22.0,28.0,11.0,23.0,17.0,23.0,1,0,0
23.0,22.0,25.0,11.0,24.0,20.0,21.0,1,0,0
24.0,23.0,22.0,13.0,17.0,19.0,16.0,1,0,0
17.0,24.0,22.0,23.0,20.0,21.0,14.0,1,0,0
20.0,17.0,23.0,28.0,19.0,23.0,13.0,1,0,0
19.0,20.0,24.0,25.0,21.0,21.0,15.0,1,0,0
21.0,19.0,17.0,22.0,23.0,16.0,18.6,1,0,0
23.0,21.0,20.0,22.0,21.0,14.0,18.8,1,0,0
21.0,23.0,19.0,23.0,16.0,13.0,16.5,1,0,0
16.0,21.0,21.0,24.0,14.0,15.0,8.8,1,0,0
14.0,16.0,23.0,17.0,13.0,18.6,9.9,1,0,0
13.0,14.0,21.0,20.0,15.0,18.8,15.5,1,0,0
15.0,13.0,16.0,19.0,18.6,16.5,11.2,1,0,0
18.6,15.0,14.0,21.0,18.8,8.8,11.2,0,1,0
18.8,18.6,13.0,23.0,16.5,9.9,8.1,0,1,0
16.5,18.8,15.0,21.0,8.8,15.5,8.6,0,1,0
8.8,16.5,18.6,16.0,9.9,11.2,8.5,0,1,0
9.9,8.8,18.8,14.0,15.5,11.2,9.8,0,1,0
15.5,9.9,16.5,13.0,11.2,8.1,8.6,0,1,0
11.2,15.5,8.8,15.0,11.2,8.6,7.2,0,1,0
11.2,11.2,9.9,18.6,8.1,8.5,8.0,0,1,0
8.1,11.2,15.5,18.8,8.6,9.8,8.9,0,1,0
8.6,8.1,11.2,16.5,8.5,8.6,7.5,0,1,0
8.5,8.6,11.2,8.8,9.8,7.2,9.0,0,1,0
9.8,8.5,8.1,9.9,8.6,8.0,8.6,0,1,0
8.6,9.8,8.6,15.5,7.2,8.9,9.7,0,1,0
7.2,8.6,8.5,11.2,8.0,7.5,11.4,0,1,0
8.0,7.2,9.8,11.2,8.9,9.0,12.3,0,1,0
8.9,8.0,8.6,8.1,7.5,8.6,11.3,0,1,0
7.5,8.9,7.2,8.6,9.0,9.7,7.2,0,1,0
9.0,7.5,8.0,8.5,8.6,11.4,7.7,0,1,0
8.6,9.0,8.9,9.8,9.7,12.3,7.1,0,1,0
9.7,8.6,7.5,8.6,11.4,11.3,6.5,0,1,0
11.4,9.7,9.0,7.2,12.3,7.2,9.8,0,1,0
12.3,11.4,8.6,8.0,11.3,7.7,13.4,0,1,0
11.3,12.3,9.7,8.9,7.2,7.1,9.3,0,1,0
7.2,11.3,11.4,7.5,7.7,6.5,9.2,0,1,0
7.7,7.2,12.3,9.0,7.1,9.8,4.9,0,1,0
7.1,7.7,11.3,8.6,6.5,13.4,8.0,0,1,0
6.5,7.1,7.2,9.7,9.8,9.3,11.9,0,1,0
9.8,6.5,7.7,11.4,13.4,9.2,14.5,0,1,0
13.4,9.8,7.1,12.3,9.3,4.9,9.0,0,1,0
9.3,13.4,6.5,11.3,9.2,8.0,9.3,0,1,0
9.2,9.3,9.8,7.2,4.9,11.9,8.3,0,1,0
4.9,9.2,13.4,7.7,8.0,14.5,9.8,0,1,0
8.0,4.9,9.3,7.1,11.9,9.0,7.0,0,1,0
11.9,8.0,9.2,6.5,14.5,9.3,8.0,0,1,0
14.5,11.9,4.9,9.8,9.0,8.3,10.7,0,1,0
9.0,14.5,8.0,13.4,9.3,9.8,10.3,0,1,0
9.3,9.0,11.9,9.3,8.3,7.0,10.1,0,1,0
8.3,9.3,14.5,9.2,9.8,8.0,12.8,0,1,0
9.8,8.3,9.0,4.9,7.0,10.7,13.1,0,1,0
7.0,9.8,9.3,8.0,8.0,10.3,5.7,0,1,0
8.0,7.0,8.3,11.9,10.7,10.1,7.3,0,1,0
10.7,8.0,9.8,14.5,10.3,12.8,10.6,0,1,0
10.3,10.7,7.0,9.0,10.1,13.1,13.0,0,1,0
10.1,10.3,8.0,9.3,12.8,5.7,14.0,0,1,0
12.8,10.1,10.7,8.3,13.1,7.3,11.1,0,1,0
13.1,12.8,10.3,9.8,5.7,10.6,7.8,0,1,0
5.7,13.1,10.1,7.0,7.3,13.0,9.5,0,1,0
7.3,5.7,12.8,8.0,10.6,14.0,10.6,0,1,0
10.6,7.3,13.1,10.7,13.0,11.1,9.4,0,1,0
13.0,10.6,5.7,10.3,14.0,7.8,7.7,0,1,0
14.0,13.0,7.3,10.1,11.1,9.5,7.0,0,1,0
11.1,14.0,10.6,12.8,7.8,10.6,8.8,0,1,0
7.8,11.1,13.0,13.1,9.5,9.4,8.9,0,1,0
9.5,7.8,14.0,5.7,10.6,7.7,9.4,0,1,0
10.6,9.5,11.1,7.3,9.4,7.0,10.9,0,1,0
9.4,10.6,7.8,10.6,7.7,8.8,12.6,0,1,0
7.7,9.4,9.5,13.0,7.0,8.9,12.8,0,1,0
7.0,7.7,10.6,14.0,8.8,9.4,12.9,0,1,0
8.8,7.0,9.4,11.1,8.9,10.9,11.9,0,1,0
8.9,8.8,7.7,7.8,9.4,12.6,10.3,0,1,0
9.4,8.9,7.0,9.5,10.9,12.8,10.9,0,1,0
10.9,9.4,8.8,10.6,12.6,12.9,11.0,0,1,0
12.6,10.9,8.9,9.4,12.8,11.9,12.2,0,1,0
12.8,12.6,9.4,7.7,12.9,10.3,12.5,0,1,0
12.9,12.8,10.9,7.0,11.9,10.9,9.2,0,1,0
11.9,12.9,12.6,8.8,10.3,11.0,14.5,0,1,0
10.3,11.9,12.8,8.9,10.9,12.2,12.5,0,1,0
10.9,10.3,12.9,9.4,11.0,12.5,12.6,0,1,0
11.0,10.9,11.9,10.9,12.2,9.2,12.3,0,1,0
12.2,11.0,10.3,12.6,12.5,14.5,9.0,0,1,0
12.5,12.2,10.9,12.8,9.2,12.5,11.1,0,1,0
9.2,12.5,11.0,12.9,14.5,12.6,11.4,0,1,0
14.5,9.2,12.2,11.9,12.5,12.3,13.4,0,1,0
12.5,14.5,12.5,10.3,12.6,9.0,14.0,0,1,0
12.6,12.5,9.2,10.9,12.3,11.1,9.3,0,1,0
12.3,12.6,14.5,11.0,9.0,11.4,10.5,0,1,0
9.0,12.3,12.5,12.2,11.1,13.4,11.2,0,1,0
11.1,9.0,12.6,12.5,11.4,14.0,9.7,0,1,0
11.4,11.1,12.3,9.2,13.4,9.3,10.0,0,1,0
13.4,11.4,9.0,14.5,14.0,10.5,11.0,0,1,0
14.0,13.4,11.1,12.5,9.3,11.2,9.7,0,1,0
9.3,14.0,11.4,12.6,10.5,9.7,9.7,0,1,0
10.5,9.3,13.4,12.3,11.2,10.0,8.5,0,1,0
11.2,10.5,14.0,9.0,9.7,11.0,8.4,0,1,0
9.7,11.2,9.3,11.1,10.0,9.7,16.0,0,1,0
10.0,9.7,10.5,11.4,11.0,9.7,12.8,0,1,0
11.0,10.0,11.2,13.4,9.7,8.5,15.4,0,1,0
9.7,11.0,9.7,14.0,9.7,8.4,10.6,0,1,0
9.7,9.7,10.0,9.3,8.5,16.0,9.8,0,1,0
8.5,9.7,11.0,10.5,8.4,12.8,5.4,0,1,0
8.4,8.5,9.7,11.2,16.0,15.4,8.0,0,1,0
16.0,8.4,9.7,9.7,12.8,10.6,8.6,0,1,0
12.8,16.0,8.5,10.0,15.4,9.8,6.6,0,0,0
15.4,12.8,8.4,11.0,10.6,5.4,6.3,0,0,0
10.6,15.4,16.0,9.7,9.8,8.0,6.8,0,0,0
9.8,10.6,12.8,9.7,5.4,8.6,5.8,0,0,0
5.4,9.8,15.4,8.5,8.0,6.6,5.5,0,0,0
8.0,5.4,10.6,8.4,8.6,6.3,7.8,0,0,0
8.6,8.0,9.8,16.0,6.6,6.8,8.8,0,0,0
6.6,8.6,5.4,12.8,6.3,5.8,9.0,0,0,0
6.3,6.6,8.0,15.4,6.8,5.5,6.7,0,0,0
6.8,6.3,8.6,10.6,5.8,7.8,6.1,0,0,0
5.8,6.8,6.6,9.8,5.5,8.8,6.7,0,0,0
5.5,5.8,6.3,5.4,7.8,9.0,11.4,0,0,0
7.8,5.5,6.8,8.0,8.8,6.7,12.0,0,0,0
8.8,7.8,5.8,8.6,9.0,6.1,7.8,0,0,0
9.0,8.8,5.5,6.6,6.7,6.7,11.0,0,0,0
6.7,9.0,7.8,6.3,6.1,11.4,14.2,0,0,0
6.1,6.7,8.8,6.8,6.7,12.0,16.0,0,0,0
6.7,6.1,9.0,5.8,11.4,7.8,14.5,0,0,0
11.4,6.7,6.7,5.5,12.0,11.0,10.2,0,0,0
12.0,11.4,6.1,7.8,7.8,14.2,7.8,0,0,0
7.8,12.0,6.7,8.8,11.0,16.0,5.9,0,0,0
11.0,7.8,11.4,9.0,14.2,14.5,6.8,0,0,0
14.2,11.0,12.0,6.7,16.0,10.2,8.9,0,0,0
16.0,14.2,7.8,6.1,14.5,7.8,8.6,0,0,0
14.5,16.0,11.0,6.7,10.2,5.9,7.5,0,0,0
10.2,14.5,14.2,11.4,7.8,6.8,8.1,0,0,0
7.8,10.2,16.0,12.0,5.9,8.9,9.3,0,0,0
5.9,7.8,14.5,7.8,6.8,8.6,11.8,0,0,0
6.8,5.9,10.2,11.0,8.9,7.5,7.9,0,0,0
8.9,6.8,7.8,14.2,8.6,8.1,8.8,0,0,0
8.6,8.9,5.9,16.0,7.5,9.3,7.7,0,1,0
7.5,8.6,6.8,14.5,8.1,11.8,17.0,0,1,0
8.1,7.5,8.9,10.2,9.3,7.9,17.0,0,1,0
9.3,8.1,8.6,7.8,11.8,8.8,9.8,0,1,0
11.8,9.3,7.5,5.9,7.9,7.7,12.3,0,1,0
7.9,11.8,8.1,6.8,8.8,17.0,15.6,0,1,0
8.8,7.9,9.3,8.9,7.7,17.0,10.9,0,1,0
7.7,8.8,11.8,8.6,17.0,9.8,12.1,0,1,0
17.0,7.7,7.9,7.5,17.0,12.3,17.3,0,1,0
17.0,17.0,8.8,8.1,9.8,15.6,23.9,0,1,0
9.8,17.0,7.7,9.3,12.3,10.9,30.3,0,1,0
12.3,9.8,17.0,11.8,15.6,12.1,19.0,0,1,0
15.6,12.3,17.0,7.9,10.9,17.3,27.0,0,1,0
10.9,15.6,9.8,8.8,12.1,23.9,18.9,0,1,0
12.1,10.9,12.3,7.7,17.3,30.3,11.9,0,1,0
17.3,12.1,15.6,17.0,23.9,19.0,14.6,0,1,0
23.9,17.3,10.9,17.0,30.3,27.0,22.8,0,1,0
30.3,23.9,12.1,9.8,19.0,18.9,14.3,0,1,0
19.0,30.3,17.3,12.3,27.0,11.9,11.0,0,1,0
27.0,19.0,23.9,15.6,18.9,14.6,8.0,0,1,0
18.9,27.0,30.3,10.9,11.9,22.8,15.6,0,1,0
11.9,18.9,19.0,12.1,14.6,14.3,17.7,0,1,0
14.6,11.9,27.0,17.3,22.8,11.0,11.6,0,1,0
22.8,14.6,18.9,23.9,14.3,8.0,6.6,0,1,0
14.3,22.8,11.9,30.3,11.0,15.6,14.6,0,1,0
11.0,14.3,14.6,19.0,8.0,17.7,21.2,0,1,0
8.0,11.0,22.8,27.0,15.6,11.6,26.0,0,1,0
15.6,8.0,14.3,18.9,17.7,6.6,29.6,0,1,0
17.7,15.6,11.0,11.9,11.6,14.6,14.6,0,1,0
11.6,17.7,8.0,14.6,6.6,21.2,12.8,0,1,0
6.6,11.6,15.6,22.8,14.6,26.0,9.5,0,1,0
14.6,6.6,17.7,14.3,21.2,29.6,11.1,0,0,1
21.2,14.6,11.6,11.0,26.0,14.6,12.9,0,0,1
26.0,21.2,6.6,8.0,29.6,12.8,12.7,0,0,1
29.6,26.0,14.6,15.6,14.6,9.5,12.5,0,0,1
14.6,29.6,21.2,17.7,12.8,11.1,8.7,0,0,1
12.8,14.6,26.0,11.6,9.5,12.9,12.0,0,0,1
9.5,12.8,29.6,6.6,11.1,12.7,8.1,0,0,1
11.1,9.5,14.6,14.6,12.9,12.5,8.2,0,0,1
12.9,11.1,12.8,21.2,12.7,8.7,6.2,0,0,1
12.7,12.9,9.5,26.0,12.5,12.0,9.0,0,0,1
12.5,12.7,11.1,29.6,8.7,8.1,17.9,0,0,1
8.7,12.5,12.9,14.6,12.0,8.2,22.5,0,0,1
12.0,8.7,12.7,12.8,8.1,6.2,21.9,0,0,1
8.1,12.0,12.5,9.5,8.2,9.0,18.7,0,0,1
8.2,8.1,8.7,11.1,6.2,17.9,22.7,0,0,1
6.2,8.2,12.0,12.9,9.0,22.5,29.0,0,0,1
9.0,6.2,8.1,12.7,17.9,21.9,17.1,0,0,1
17.9,9.0,8.2,12.5,22.5,18.7,14.6,0,0,1
22.5,17.9,6.2,8.7,21.9,22.7,21.2,0,0,1
21.9,22.5,9.0,12.0,18.7,29.0,12.8,0,0,1
18.7,21.9,17.9,8.1,22.7,17.1,26.9,0,0,1
22.7,18.7,22.5,8.2,29.0,14.6,34.3,0,0,1
29.0,22.7,21.9,6.2,17.1,21.2,25.2,0,0,1
17.1,29.0,18.7,9.0,14.6,12.8,17.4,0,0,1
14.6,17.1,22.7,17.9,21.2,26.9,10.6,0,0,1
21.2,14.6,29.0,22.5,12.8,34.3,11.1,0,0,1
12.8,21.2,17.1,21.9,26.9,25.2,14.6,0,0,1
26.9,12.8,14.6,18.7,34.3,17.4,21.0,0,0,1
34.3,26.9,21.2,22.7,25.2,10.6,15.5,0,0,1
25.2,34.3,12.8,29.0,17.4,11.1,8.1,0,0,1
17.4,25.2,26.9,17.1,10.6,14.6,16.0,0,0,1
10.6,17.4,34.3,14.6,11.1,21.0,26.4,0,0,1
11.1,10.6,25.2,21.2,14.6,15.5,37.0,0,0,1
14.6,11.1,17.4,12.8,21.0,8.1,25.2,0,0,1
21.0,14.6,10.6,26.9,15.5,16.0,31.2,0,0,1
15.5,21.0,11.1,34.3,8.1,26.4,24.2,0,0,1
8.1,15.5,14.6,25.2,16.0,37.0,19.5,0,0,1
16.0,8.1,21.0,17.4,26.4,25.2,28.6,0,0,1
26.4,16.0,15.5,10.6,37.0,31.2,25.7,0,0,1
37.0,26.4,8.1,11.1,25.2,24.2,20.9,0,0,1
25.2,37.0,16.0,14.6,31.2,19.5,15.4,0,0,1
31.2,25.2,26.4,21.0,24.2,28.6,19.7,0,0,1
24.2,31.2,37.0,15.5,19.5,25.7,19.8,0,0,1
19.5,24.2,25.2,8.1,28.6,20.9,11.3,0,0,1
28.6,19.5,31.2,16.0,25.7,15.4,13.3,0,0,1
25.7,28.6,24.2,26.4,20.9,19.7,19.6,0,0,1
20.9,25.7,19.5,37.0,15.4,19.8,20.7,0,0,1
15.4,20.9,28.6,25.2,19.7,11.3,27.5,0,0,1
19.7,15.4,25.7,31.2,19.8,13.3,31.5,0,0,1
19.8,19.7,20.9,24.2,11.3,19.6,27.7,0,0,1
11.3,19.8,15.4,19.5,13.3,20.7,26.0,0,0,1
13.3,11.3,19.7,28.6,19.6,27.5,25.7,0,0,1
19.6,13.3,19.8,25.7,20.7,31.5,30.1,0,0,1
20.7,19.6,11.3,20.9,27.5,27.7,25.1,0,0,1
